Step	State	Value
392	2	0.0009
393	3	0.0098
394	0	0.2659
395	2	0.0650
396	7	0.0261
397	1	0.3851
398	2	0.3664
399	8	0.0885
400	6	0.0201
401	5	0.1735
402	3	0.0231
403	8	0.0295
404	6	0.2799
405	7	0.1837
406	8	0.1575
407	5	0.0139
408	7	0.2125
409	2	0.1632
410	8	0.0624
411	2	0.0909
412	6	0.0480
413	5	0.2290
414	3	0.0634
415	4	0.3270
416	6	0.4311
417	7	0.3263
418	1	0.1136
419	2	0.2222
420	6	0.2502
421	7	0.0633
422	7	0.0359
423	5	0.0709
424	1	0.1706
425	3	0.4124
426	2	0.0880
427	5	0.3398
428	9	0.0161
429	8	0.0376
430	6	0.0422
431	2	0.0304
432	3	0.0054
433	2	0.0737
434	7	0.0574
435	4	0.0420
436	3	0.0145
437	8	0.0057
438	4	0.0517
439	5	0.0952
440	2	0.2025
441	5	0.0684
442	4	0.0188
443	4	0.0526
444	3	0.0388
445	7	0.2693
446	6	0.4459
447	1	0.4494
448	0	0.0533
449	5	0.1477
450	8	0.2471
451	1	0.0216
452	0	0.2483
453	2	0.0661
454	3	0.1665
455	0	0.0763
456	6	0.1162
457	0	0.0129
458	8	0.0659
459	5	0.0188
460	7	0.0280
461	1	0.0620
462	2	0.0347
463	4	0.0318
464	7	0.3095
465	0	0.0793
466	8	0.0160
467	7	0.2477
468	0	0.4229
469	3	0.0476
470	7	0.0669
471	9	0.0633
472	1	0.2659
473	5	0.0021
474	4	0.0118
475	1	0.0232
476	3	0.0348
477	6	0.0881
478	5	0.0119
479	8	0.0336
480	0	0.2235
481	8	0.2700
482	0	0.0837
483	8	0.0105
484	5	0.0276
485	4	0.0421
486	7	0.0484
487	8	0.2239
488	3	0.0501
489	9	0.1271
490	5	0.0110
491	9	0.1938
492	3	0.0889
493	4	0.3810
494	6	0.0342
495	2	0.1444
496	1	0.0091
497	6	0.0245
498	6	0.0776
499	3	0.0223
500	7	0.1569
501	5	0.0696
502	1	0.0427
503	3	0.0656
504	7	0.0362
505	1	0.0272
506	4	0.0123
507	0	0.1619
508	6	0.0751
509	7	0.0509
510	8	0.0036
511	1	0.4666
512	1	0.1902
513	2	0.1491
514	3	0.0740
515	9	0.0175
516	3	0.0717
517	6	0.0654
518	8	0.0048
519	9	0.0895
520	3	0.0161
521	8	0.1405
522	2	0.2473
523	5	0.3274
524	4	0.0397
525	3	0.0291
526	3	0.0726
527	2	0.0665
528	3	0.0597
529	2	0.1379
530	9	0.0255
531	9	0.0322
532	7	0.0831
533	7	0.0885
534	6	0.1229
535	1	0.3112
536	8	0.5401
537	7	0.0120
538	9	0.0297
539	0	0.0431
540	5	0.0568
541	5	0.2851
542	9	0.1838
543	4	0.0365
544	2	0.1140
545	0	0.0290
546	8	0.3051
547	5	0.1006
548	5	0.0321
549	2	0.0128
550	9	0.0491
551	0	0.1774
552	3	0.1521
553	9	0.0345
554	0	0.0013
555	6	0.0958
556	4	0.0269
557	5	0.0492
558	0	0.3763
559	6	0.0443
560	6	0.1345
561	6	0.0810
562	6	0.0137
563	1	0.0224
564	3	0.0509
565	3	0.0475
566	7	0.0501
567	2	0.0178
568	1	0.0155
569	4	0.0227
570	1	0.0092
571	8	0.0920
572	3	0.0463
573	9	0.0502
574	3	0.1124
575	7	0.5470
576	4	0.0436
577	5	0.0100
578	4	0.1320
579	2	0.2115
580	1	0.0955
581	2	0.2392
582	0	0.0612
583	0	0.0189
584	5	0.0738
585	3	0.1407
586	6	0.0209
587	3	0.2619
588	5	0.0408
589	3	0.2301
590	0	0.0066
591	8	0.0535
592	4	0.0586
593	5	0.2242
594	1	0.1620
595	7	0.0353
596	4	0.0020
597	2	0.0537
598	4	0.0316
599	5	0.0075
600	7	0.3141
601	8	0.0503
602	1	0.0191
603	3	0.1203
604	5	0.1014
605	5	0.0717
606	6	0.0674
607	9	0.0118
608	9	0.0558
609	0	0.0102
610	2	0.1483
611	3	0.1013
612	7	0.0905
613	0	0.0310
614	8	0.1000
615	3	0.1053
616	5	0.0174
617	0	0.1307
618	3	0.0445
619	4	0.1822
620	9	0.0016
621	3	0.1173
622	5	0.0308
623	7	0.0566
624	6	0.1619
625	5	0.2438
626	5	0.2498
627	5	0.0447
628	5	0.0899
629	6	0.0463
630	2	0.3192
631	0	0.1632
632	1	0.0056
633	5	0.0598
634	4	0.2999
635	2	0.0517
636	9	0.0992
637	0	0.0634
638	8	0.2180
639	8	0.0865
640	6	0.0550
641	4	0.0292
642	3	0.0030
643	6	0.1868
644	6	0.0265
645	2	0.1826
646	1	0.0257
647	6	0.0367
648	2	0.0181
649	7	0.1182
650	1	0.0034
651	0	0.0080
652	6	0.0198
653	5	0.0798
654	0	0.0581
655	1	0.1382
656	8	0.0944
657	9	0.0216
658	6	0.0940
659	0	0.0297
660	8	0.0284
661	0	0.0026
662	4	0.1314
663	3	0.1395
664	8	0.0086
665	4	0.0004
666	1	0.0760
667	0	0.1496
668	7	0.0984
669	3	0.1481
670	0	0.0586
671	5	0.2510
672	0	0.0723
673	1	0.1162
674	1	0.0156
675	9	0.3102
676	3	0.0030
677	9	0.1971
678	7	0.0373
679	6	0.1055
680	3	0.0046
681	6	0.0709
682	5	0.1329
683	2	0.0332
684	3	0.0915
685	0	0.0540
686	0	0.0838
687	3	0.0087
688	0	0.0584
689	7	0.0215
690	5	0.1232
691	1	0.3571
692	7	0.0134
693	8	0.0681
694	4	0.0577
695	1	0.1753
696	4	0.1576
697	3	0.0055
698	5	0.0938
699	3	0.2105
700	2	0.0487
701	2	0.0272
702	9	0.0977
703	3	0.0022
704	0	0.0090
705	2	0.1037
706	7	0.0450
707	6	0.0749
708	4	0.0588
709	0	0.2515
710	8	0.0167
711	7	0.0444
712	9	0.0072
713	4	0.0628
714	6	0.1370
715	3	0.2091
716	1	0.0999
717	1	0.0075
718	2	0.0565
719	0	0.0370
720	5	0.0371
721	9	0.0366
722	6	0.0831
723	8	0.0164
724	0	0.1858
725	0	0.2126
726	9	0.1666
727	2	0.2756
728	8	0.1040
729	3	0.0806
730	3	0.1347
731	4	0.0722
732	3	0.0770
733	5	0.0957
734	9	0.1138
735	9	0.0653
736	9	0.2042
737	7	0.1058
738	4	0.0943
739	7	0.0569
740	4	0.2032
741	3	0.0587
742	6	0.0789
743	3	0.0807
744	1	0.1498
745	1	0.0854
746	5	0.0749
747	0	0.2092
748	0	0.1099
749	4	0.0020
750	3	0.0525
751	4	0.0392
752	2	0.0325
753	9	0.1221
754	8	0.1485
755	1	0.0404
756	6	0.0586
757	7	0.0375
758	9	0.0159
759	8	0.0185
760	9	0.3260
761	7	0.0564
762	4	0.1725
763	3	0.0787
764	4	0.1567
765	5	0.1736
766	1	0.0058
767	1	0.0634
768	3	0.0121
769	1	0.0241
770	8	0.0359
771	5	0.0741
772	7	0.0378
773	8	0.1291
774	4	0.1183
775	8	0.0476
776	6	0.0995
777	8	0.0146
778	4	0.0112
779	6	0.2640
780	8	0.0272
781	7	0.0091
782	2	0.2226
783	5	0.0985
784	0	0.1285
785	8	0.2196
786	0	0.0478
787	4	0.1432
788	6	0.0271
789	4	0.0159
790	9	0.0463
791	5	0.0866
792	9	0.0397
793	7	0.0584
794	4	0.0492
795	3	0.0395
796	6	0.0121
797	4	0.2470
798	0	0.3325
799	5	0.0005
800	6	0.0468
801	8	0.1220
802	7	0.0356
803	4	0.0579
804	5	0.2801
805	5	0.0619
806	3	0.0111
807	0	0.0358
808	4	0.1373
809	7	0.1985
810	1	0.0110
811	1	0.1399
812	2	0.0911
813	6	0.0249
814	5	0.0224
815	2	0.0276
816	5	0.0123
817	9	0.0386
818	4	0.0515
819	7	0.2924
820	3	0.0414
821	4	0.1036
822	4	0.0578
823	9	0.2056
824	1	0.1144
825	7	0.0371
826	7	0.2464
827	0	0.5690
828	5	0.1285
829	2	0.0066
830	9	0.0582
831	3	0.0677
832	5	0.0281
833	8	0.3386
834	6	0.0828
835	9	0.3886
836	8	0.0378
837	6	0.0413
838	7	0.0830
839	2	0.2644
840	2	0.2748
841	2	0.0019
842	8	0.0348
843	0	0.0441
844	0	0.0263
845	4	0.2679
846	6	0.1284
847	4	0.0251
848	9	0.0255
849	1	0.0938
850	7	0.0101
851	5	0.1146
852	4	0.0230
853	0	0.0170
854	7	0.0250
855	0	0.0001
856	1	0.0384
857	0	0.0000
858	6	0.0035
859	3	0.0973
860	2	0.1488
861	5	0.2703
862	4	0.3400
863	1	0.0609
864	1	0.0415
865	0	0.3601
866	4	0.1035
867	6	0.1843
868	8	0.1103
869	9	0.0946
870	8	0.0079
871	6	0.0038
872	3	0.1001
873	0	0.6774
874	6	0.0501
875	6	0.2641
876	1	0.0182
877	8	0.1067
878	1	0.0009
879	1	0.0388
880	3	0.0179
881	2	0.1519
882	8	0.2856
883	6	0.1054
884	6	0.0951
885	2	0.0678
886	6	0.2020
887	5	0.0081
888	4	0.0837
889	0	0.0172
890	9	0.1191
891	0	0.0125
892	8	0.2858
893	7	0.4407
894	9	0.2089
895	3	0.0355
896	0	0.0918
897	0	0.1847
898	5	0.1184
899	4	0.0156
900	3	0.1370
901	6	0.4261
902	6	0.0174
903	0	0.0107
904	7	0.0149
905	2	0.1138
906	8	0.0419
907	7	0.1173
908	2	0.0831
909	6	0.0265
910	4	0.3974
911	5	0.0642
912	5	0.0928
913	3	0.0123
914	2	0.1609
915	2	0.0904
916	5	0.2227
917	5	0.0159
918	0	0.1028
919	2	0.1479
920	7	0.0705
921	4	0.0941
922	8	0.0273
923	2	0.0132
924	7	0.3447
925	3	0.0267
926	9	0.2142
927	7	0.0751
928	4	0.0012
929	6	0.1495
930	8	0.2302
931	3	0.0431
932	7	0.2848
933	4	0.1819
934	5	0.1359
935	6	0.0443
936	2	0.0050
937	9	0.0089
938	2	0.0295
939	2	0.0087
940	2	0.0828
941	3	0.0186
942	4	0.0017
943	6	0.2558
944	0	0.0408
945	6	0.1831
946	2	0.0059
947	1	0.0018
948	9	0.1144
949	8	0.0866
950	4	0.0614
951	9	0.1088
952	5	0.2243
953	7	0.1570
954	1	0.3024
955	8	0.0460
956	5	0.0207
957	5	0.3006
958	2	0.0259
959	8	0.0264
960	5	0.0834
961	0	0.1571
962	6	0.0292
963	8	0.0965
964	9	0.1084
965	1	0.0428
966	1	0.0131
967	0	0.0970
968	0	0.1393
969	4	0.0174
970	6	0.0327
971	5	0.0235
972	4	0.0060
973	1	0.1101
974	2	0.0026
975	8	0.1868
976	5	0.3261
977	6	0.0234
978	2	0.0581
979	8	0.0152
980	0	0.0013
981	4	0.0237
982	1	0.0681
983	8	0.0161
984	2	0.0267
985	3	0.2783
986	5	0.1785
987	1	0.3563
988	8	0.0361
989	6	0.0188
990	3	0.0758
991	0	0.2482
992	4	0.1044
993	1	0.1214
994	0	0.2891
995	8	0.0196
996	9	0.0396
997	3	0.0095
998	8	0.0241
999	2	0.0055
1000	4	0.0791
1001	9	0.3083
1002	3	0.0144
1003	9	0.0302
1004	4	0.0824
1005	4	0.1441
1006	0	0.0589
1007	6	0.0861
1008	0	0.1601
1009	2	0.0185
1010	7	0.0120
1011	3	0.1194
1012	4	0.1321
1013	7	0.0292
1014	9	0.0021
1015	3	0.0492
1016	5	0.0351
1017	3	0.2783
1018	4	0.0307
1019	1	0.1986
1020	8	0.0988
1021	6	0.2373
1022	0	0.0351
1023	4	0.0166
1024	0	0.1404
1025	3	0.1768
1026	8	0.1096
1027	5	0.0359
1028	3	0.0365
1029	5	0.0409
1030	3	0.1947
1031	7	0.2215
1032	1	0.0059
1033	8	0.0863
1034	3	0.0020
1035	4	0.0150
1036	6	0.0056
1037	0	0.1248
1038	3	0.0743
1039	8	0.0579
1040	2	0.0199
1041	2	0.0146
1042	8	0.1539
1043	4	0.0267
1044	0	0.4185
1045	5	0.0532
1046	8	0.0338
1047	2	0.4332
1048	3	0.0132
1049	5	0.1091
1050	1	0.5267
1051	7	0.1556
1052	0	0.1859
1053	4	0.0509
1054	3	0.0444
1055	8	0.1014
1056	5	0.0100
1057	7	0.0475
1058	8	0.0227
1059	6	0.3283
1060	1	0.0192
1061	3	0.0025
1062	4	0.1115
1063	0	0.1623
1064	7	0.0854
1065	4	0.2724
1066	5	0.0302
1067	7	0.0961
1068	0	0.0242
1069	0	0.0625
1070	5	0.1859
1071	0	0.0110
1072	9	0.2004
1073	4	0.1685
1074	0	0.0090
1075	7	0.0290
1076	2	0.0156
1077	2	0.1273
1078	8	0.0337
1079	5	0.0930
1080	8	0.3756
1081	5	0.0549
1082	2	0.0294
1083	0	0.0410
1084	4	0.0044
1085	7	0.0035
1086	8	0.2231
1087	1	0.1726
1088	7	0.0965
1089	6	0.1712
1090	7	0.0521
1091	0	0.3235
1092	5	0.0418
1093	6	0.0446
1094	6	0.0215
1095	9	0.0654
1096	1	0.0686
1097	8	0.0519
1098	7	0.2673
1099	7	0.0239
1100	9	0.0764
1101	2	0.1952
1102	4	0.0487
1103	6	0.0192
1104	9	0.0366
1105	9	0.1210
1106	7	0.0057
1107	6	0.0294
1108	3	0.0409
1109	6	0.0016
1110	5	0.0849
1111	4	0.1190
1112	0	0.0497
1113	0	0.1660
1114	3	0.1783
1115	0	0.0344
1116	3	0.0308
1117	1	0.1530
1118	6	0.1722
1119	9	0.1041
1120	1	0.2889
1121	3	0.1786
1122	9	0.6644
1123	0	0.0501
1124	3	0.1188
1125	4	0.1962
1126	2	0.2321
1127	5	0.0391
1128	2	0.1038
1129	1	0.0939
1130	4	0.0159
1131	8	0.1793
1132	4	0.0039
1133	6	0.0056
1134	8	0.0838
1135	6	0.3883
1136	5	0.0039
1137	8	0.0709
1138	0	0.2228
1139	8	0.0464
1140	5	0.0364
1141	2	0.1859
1142	2	0.1501
1143	1	0.0680
1144	4	0.0346
1145	0	0.2202
1146	4	0.4551
1147	7	0.1874
1148	0	0.0401
1149	8	0.2170
1150	8	0.0911
1151	8	0.0513
1152	6	0.1119
1153	9	0.1116
1154	5	0.1614
1155	0	0.0153
1156	0	0.0307
1157	9	0.0363
1158	0	0.0157
1159	7	0.0607
1160	4	0.2197
1161	3	0.2058
1162	8	0.0058
1163	7	0.2351
1164	3	0.0953
1165	7	0.0326
1166	2	0.1054
1167	6	0.1832
1168	3	0.0867
1169	5	0.2116
1170	3	0.0791
1171	0	0.0648
1172	8	0.8587
1173	7	0.1856
1174	1	0.0845
1175	2	0.0873
1176	4	0.1008
1177	4	0.0402
1178	6	0.0177
1179	2	0.0074
1180	7	0.0017
1181	3	0.3783
1182	6	0.0021
1183	8	0.4027
1184	5	0.0388
1185	8	0.3524
1186	8	0.2109
1187	4	0.1109
1188	8	0.0249
1189	5	0.0020
1190	7	0.1625
1191	5	0.0275
1192	4	0.0048
1193	5	0.0127
1194	2	0.1612
1195	1	0.3908
1196	8	0.0774
1197	9	0.0656
1198	5	0.1479
1199	4	0.0166
1200	0	0.0386
1201	1	0.3009
1202	1	0.0838
1203	6	0.0072
1204	7	0.0132
1205	0	0.0845
1206	9	0.1175
1207	8	0.0441
1208	7	0.0468
1209	4	0.2865
1210	1	0.1091
1211	9	0.4046
1212	1	0.2108
1213	4	0.1406
1214	6	0.2536
1215	9	0.1331
1216	2	0.0024
1217	6	0.0567
1218	5	0.0356
1219	4	0.0466
1220	4	0.0896
1221	9	0.0423
1222	2	0.1365
1223	6	0.0009
1224	1	0.0185
1225	9	0.0332
1226	8	0.2070
1227	2	0.0024
1228	7	0.1291
1229	7	0.0502
1230	6	0.1145
1231	1	0.2111
1232	7	0.1650
1233	3	0.0346
1234	1	0.1650
1235	6	0.0744
1236	3	0.0915
1237	8	0.1114
1238	3	0.0829
1239	6	0.0601
1240	7	0.1000
1241	7	0.0818
1242	4	0.4675
1243	5	0.0286
1244	7	0.0442
1245	6	0.0438
1246	0	0.1447
1247	2	0.1339
1248	5	0.0770
1249	0	0.1113
1250	3	0.1162
1251	1	0.1326
1252	2	0.0055
1253	3	0.0966
1254	6	0.0080
1255	0	0.0419
1256	7	0.1589
1257	8	0.0230
1258	7	0.0648
1259	4	0.0689
1260	8	0.0093
1261	8	0.1986
1262	8	0.0077
1263	5	0.0542
1264	6	0.0973
1265	0	0.2937
1266	3	0.0320
1267	6	0.0878
1268	3	0.0079
1269	1	0.2791
1270	1	0.0305
1271	2	0.1961
1272	0	0.0190
1273	0	0.1824
1274	6	0.0722
1275	3	0.0647
1276	5	0.0195
1277	3	0.0600
1278	2	0.2640
1279	8	0.1961
1280	5	0.2938
1281	8	0.1893
1282	2	0.0657
1283	4	0.0788
1284	5	0.0986
1285	4	0.1233
1286	8	0.1421
1287	5	0.2782
1288	9	0.0982
1289	7	0.0856
1290	1	0.0108
1291	0	0.1326
1292	2	0.0477
1293	1	0.0756
1294	3	0.0042
1295	3	0.1903
1296	9	0.0206
1297	6	0.0230
1298	6	0.0131
1299	7	0.0246
1300	7	0.0256
1301	9	0.0999
1302	9	0.0664
1303	5	0.2376
1304	1	0.0414
1305	4	0.0272
1306	4	0.0741
1307	9	0.1269
1308	8	0.0158
1309	2	0.0225
1310	1	0.0991
1311	0	0.0191
1312	8	0.1368
1313	3	0.0646
1314	8	0.0131
1315	6	0.0946
1316	3	0.0948
1317	2	0.0395
1318	0	0.1627
1319	2	0.0218
1320	1	0.1230
1321	4	0.0863
1322	2	0.0510
1323	2	0.0129
1324	5	0.0766
1325	3	0.1311
1326	1	0.0462
1327	8	0.3424
1328	1	0.0326
1329	4	0.3629
1330	3	0.0137
1331	5	0.1368
1332	7	0.1712
1333	0	0.1765
1334	6	0.0351
1335	0	0.1412
1336	9	0.0603
1337	3	0.0253
1338	8	0.0969
1339	3	0.0493
1340	1	0.1094
1341	1	0.0368
1342	0	0.0013
1343	2	0.0150
1344	2	0.1251
1345	1	0.1167
1346	8	0.1185
1347	4	0.0857
1348	5	0.0684
1349	3	0.0133
1350	7	0.0545
1351	8	0.1540
1352	8	0.0230
1353	0	0.1256
1354	8	0.0428
1355	0	0.3509
1356	0	0.0240
1357	2	0.0036
1358	2	0.0797
1359	1	0.0724
1360	2	0.0336
1361	1	0.0098
1362	9	0.0986
1363	6	0.0661
1364	1	0.0064
1365	6	0.2324
1366	4	0.0660
1367	6	0.0427
1368	6	0.1169
1369	0	0.0708
1370	0	0.0170
1371	4	0.0038
1372	3	0.1388
1373	0	0.0899
1374	2	0.0284
1375	1	0.0802
1376	5	0.0357
1377	6	0.0704
1378	9	0.0366
1379	9	0.0037
1380	3	0.0891
1381	9	0.1878
1382	0	0.0972
1383	1	0.1397
1384	3	0.0285
1385	2	0.0411
1386	3	0.1306
1387	3	0.1466
1388	4	0.0593
1389	3	0.1462
1390	6	0.0615
1391	3	0.0248
1392	7	0.3082
1393	7	0.1134
1394	2	0.1223
1395	7	0.0984
1396	2	0.1050
1397	4	0.0441
1398	2	0.1076
1399	1	0.0846
1400	9	0.0444
1401	9	0.0362
1402	0	0.0322
1403	0	0.0814
1404	7	0.0552
1405	3	0.0526
1406	8	0.1006
1407	6	0.1006
1408	5	0.0424
1409	3	0.1851
1410	0	0.0016
1411	4	0.0408
1412	6	0.2666
1413	6	0.2631
1414	5	0.1571
1415	4	0.0670
1416	1	0.0507
1417	7	0.0258
1418	6	0.1930
1419	7	0.0490
1420	2	0.0103
1421	7	0.0164
1422	7	0.0538
1423	7	0.0375
1424	7	0.0091
1425	1	0.1627
1426	1	0.0958
1427	1	0.1458
1428	5	0.1724
1429	6	0.0135
1430	6	0.0205
1431	6	0.1406
1432	5	0.0508
1433	9	0.0285
1434	2	0.1422
1435	6	0.0742
1436	8	0.0551
1437	6	0.0874
1438	8	0.0607
1439	8	0.0898
1440	5	0.0041
1441	3	0.1031
1442	6	0.0745
1443	4	0.0217
1444	3	0.0099
1445	3	0.2974
1446	2	0.2666
1447	6	0.1949
1448	3	0.1137
1449	1	0.0855
1450	4	0.1326
1451	0	0.0335
1452	1	0.1451
1453	8	0.4191
1454	2	0.1404
1455	5	0.1405
1456	7	0.3318
1457	3	0.0591
1458	4	0.1596
1459	6	0.1758
1460	8	0.3137
1461	7	0.0181
1462	8	0.0643
1463	0	0.0235
1464	1	0.0128
1465	7	0.0868
1466	8	0.2064
1467	8	0.0001
1468	6	0.1288
1469	9	0.1890
1470	4	0.0826
1471	5	0.0307
1472	5	0.4438
1473	7	0.0005
1474	7	0.0421
1475	8	0.1116
1476	2	0.0930
1477	8	0.0200
1478	0	0.1925
1479	3	0.0249
1480	9	0.0184
1481	7	0.1735
1482	0	0.1072
1483	8	0.1118
1484	3	0.1659
1485	5	0.1887
1486	3	0.0120
1487	1	0.2192
1488	0	0.1688
1489	8	0.2154
1490	1	0.1289
1491	5	0.0602
1492	3	0.0487
1493	6	0.0507
1494	2	0.0017
1495	6	0.0231
1496	1	0.0529
1497	0	0.0251
